Id,GameId,Name,NativeName,Summary,Type,Description,Rules,Reference,Origin,Author,Publisher,Date,OriginPoint,EvidenceRange,SelfContained,Notes,DisableWebApp,WishlistRuleset
1223,1065,Chuka,,Rules for Chuka.,1,Rules played in Russia.,"Five holes arranged in a circle. One hole is called the Rumba. Two counters in each hole, except the Rumba. The player sows the counters in one direction. When the final counter lands in an occupied hole, the counters in that hole are picked up and sowing continues. When the final counter lands in the Rumba, the player may pick up the counters from any one of the other holes and continue sowing. If the final counter lands in an empty hole that is not the Rumba, they lose. The goal of the player is to accumulate all of the counters into the Rumba. ",Delediqc and Popova 1977: 99-100.,Russia,,,,,"0,5520",0,,0,0
1289,1132,Tsoro Yemutatu,,Rules for Tsoro Yemutatu,3,Played in Zimbabwe in the twentieth century.,"3x3 intersecting lines, with diagonals drawn in the large square. Three pieces per player. Players alternate turns placing a stone on an empty point on the board. When all of the pieces have been placed, players alternate turns moving one of their pieces to any empty point. The first player to place three of their pieces in a line wins.
",Matthew 1964: 68.,Zimbabwe,,,,"20°32'4.76""S, 30°56'10.44""E","5464,5464",0,,0,0
1344,1183,Katsela,Katséla,Rules for Katséla.,3,Rules played in Angola by the Chokwe people.,"Three intersecting lines, with diagonals drawn in the square. Two players. Three pieces per player, one playing as red and the other as white. The red player plays first and places their piece in the central spot. Players alternate turns placing one of their pieces on an empty space on the board. When all of the pieces are placed, players alternate turns moving one of their pieces to an empty adjacent spot on the board along the lines. The first player to place three of their pieces in a row wins.",Baumann 1935:9 4.,Angola,,,,"9°25'34.95""S, 20°30'8.09""E","5430,5430",0,,0,0
1345,1185,Historical Information,,Rules from DLP evidence.,5,Rules known for the Tswana game from the DLP evidence.,4x4 board. Two counters per hole.,DLP evidence.,Southern Africa,,,,"25°44'43.82""S, 28°11'24.82""E","5472,5472",0,,0,1
1346,1186,Ntyenge,Ntyéngé,Rules for Ntyéngé.,3,Rules for Ntyéngé from Central Africa.,"2x8 board. Four counters per hole. Players alternate turns taking the counters from one of the holes in their row and sowing them in an anticlockwise direction. When the final counter falls into a hole containing one or three counters, causing it to contain two or four, these counters are captured. Play continues until all of the counters have been captured. The player who captured the most counters wins.",Trilles 1932: 399-400.,Gabon,,,,"2°40'4.5""N, 17°3'26.93""E","5399,5407",0,,0,0
1347,1187,Historical Information,,Rules from DLP evidence.,5,Rules for Renette as known from the DLP evidence.,Tables game. Capturing all of the opponent's pieces results in a win. ,DLP evidence.,Europe,,,,,"0,5520",0,,0,1
1348,1188,Historical Information,,Rules from DLP evidence.,5,Rules for Kanga as known from the DLP evidence.,"A rectangle is drawn on the ground. The long sides of the rectangle have five holes each, and the short sides one hole each. There is a larger hole in the center. Each player has six counters. Each player owns the five holes on one long side and the hole on the short side to their right. Players distribute their counters on their side of the board as they see fit. Players capture holes from the other player. Any holes with a single counter on the player's side are vulnerable to capture.",DLP evidence.,Republic of Congo,,,,"4°46'46.91""S, 14°37'46.92""E","5472,5472",0,,0,1
1349,1189,Historical Information,,Rules from DLP evidence.,5,Rules for Owana as known from the DLP evidence.,2x4 holes board with two stores. Four counters per hole. Players sow in an anti-clockwise direction. The player who captures all of the opponent's counters wins.,DLP evidence.,Republic of Congo,,,,"2°45'3.01""S, 13°54'59.71""E","5471,5471",0,,0,1
1350,1190,Historical Information,,Rules from DLP evidence.,5,Rules for Ga as known from the DLP evidence.,"Pits are created in a circle or rectangle. Two or more players. A player takes counters from their first hole and sows them toward the right (anticlockwise). When counters are placed in an opponent's hole, the hole is captured. When one player can circuit the entire board, thus capturing all of the holes, they win.",DLP evidence.,Republic of Congo,,,,"4°10'7.38""S, 13°33'8.28""E","5471,5471",0,,0,1
1351,1191,Historical Information,,Rules from DLP evidence.,5,Rules known for Ngaya from the DLP evidence.,"The board is a series of holes in the ground. Two or more players, five holes per player to start. Three counters per hole. Players sow from their first hole into the holes to its right. When the final counter lands in an empty hole, the player moves again. A player's holes are the first hole with their counters to the last hole in which they sowed a counter. A player who no longer owns holes is eliminated. The player who eliminates the last opponent wins.",DLP evidence.,Republic of Congo,,,,"3°50'49.04""S, 14°53'20.78""E","5471,5471",0,,0,1
1352,1192,Historical Information,,Rules from DLP evidence.,5,Rules known for Kitende from the DLP evidence.,24 holes in a circle. Two or three players. Three counters in each hole. Players sow from their first hole into the holes to the right. Sowing into the fifth hole with the final counter grants the player another turn. A player captures another player's empty hole by sowing into it. The winner is the player who captures all of the opponents' counters.,DLP evidence.,Republic of Congo,,,,"3°59'37.23""S, 13°55'36.45""E","5471,5471",0,,0,1
1353,1193,Ngrin,,Rules for Ngrin.,3,"Rules for Ngrin as played in Boko, Congo.",Square with diagonals and lines connecting the midpoints of the sides. Three pieces per player. The first player places their piece in the center. Players alternate turns placing a piece on an empty spot on the board. The first player to make three in a row wins.,Klepzig 1972: 181.,Republic of Congo,,,,"4°46'46.91""S, 14°37'46.92""E","5472,5472",0,,0,0
1354,1194,Default,,,1,,Players take turns removing a piece of their colour whose number is higher than the last piece they removed (free choice of first piece). The player who removes their highest numbered piece loses.,,,,,,,"0,5520",0,,0,0
1355,1195,Default,,,1,,Players take turns removing a piece of their colour whose number is higher than the last piece they removed (free choice of first piece). The mover loses if they remove an even numbered piece.,,,,,,,"0,5520",0,,0,0
1356,1196,Nzengue (Small),,Rules for Nzengué.,3,These rules were played in Republic of Congo in the twentieth century.,"A square is drawn, with diagonals. Three pieces per player. Players alternate turns placing a piece on the board. The corners or the square, the central point, and the midpoint of each side of the square are playing sites. When a player forms a line with their three pieces, they win.",Klepzig 1972: 181.,Republic of Congo,,,,"4°16'8.19""S, 15°17'33.14""E","5471,5471",0,,0,0
1357,1197,Historical Information,,Rules from DLP evidence.,5,Rules known for Nzengué from the DLP evidence.,Square-shaped board. Twelve pieces per player. Players alternate turns placing a piece on the board. Players attempt to line up three of their pieces in a row. Players also move pieces along the lines of the board. ,DLP evidence.,Republic of Congo,,,,"4°10'7.38""S, 13°33'8.28""E","5471,5471",0,,0,1
1358,1198,Historical Information,,Rules from DLP evidence.,5,Rules for the Banyarwanda Mill Game as known from the DLP evidence.,"A square, with diagonals and middle lines. Six pieces per player. Players alternate turns placing one of their pieces on an empty spot on the board. When all of the pieces have been placed, they may jump to another spot. The first person to place three of their pieces in a row wins.",DLP evidence.,Rwanda.,,,,"1°56'54.43""S, 30°3'39.37""E","5471,5471",0,,0,1
1418,1260,Dig Dig,,Rules for Dig Dig.,3,"Rules played in by the Teochew Chinese people in Seberang Perai, Malaysia.","Three concentric squares, with lines connecting the corners and midpoints of the squares. Two players. Players alternate turns placing one of their pieces on one of the spots on the board. A player may place a piece on top of a piece belonging to their opponent during this phase of the game, and they are both canceled out. When three uncanceled pieces form a row along the lines on the board, the player may capture one of the opponent's pieces. Once all of the spots have been occupied, the canceled pieces are removed. Players alternate turns moving one of their pieces to an empty adjacent spot on the board.The player who captures all of the opponent's pieces wins.",Newell 1959: 29.,Malaysia,,,,"5°22'12.12""N, 100°24'50.21""E","5459,5459",0,,0,0
1419,1261,Six Insect Game,,Rules for the Six Insect Game.,3,"Played in Chengdu, Sichuan in the twentieth century.","4x4 board. Six pieces per player, which begin on opposite rows of the board and in the two outer squares in the row in front of it. Players alternate turns moving a piece orthogonally to an adjacent space on the board. When a player moves a piece such that it creates three in a row: two of their own pieces (which must be adjacent to one another) and one of the opponent's pieces (which must have a vacant space on the opposite side of it), the opponent's piece is captured. However, when the opponent's piece moves in line with two of the player's piece on the opponent's turn, the player does not capture the opponent's piece. The player who captures all of the opponent's pieces wins.
",Newell 1959: 29-30.,China,,,,"30°34'19.66""N, 104°3'59.17""E","5459,5459",0,,0,0
1420,1262,Historical Information,,Rules from DLP evidence.,5,Rules for Damat as knowm from the DLP evidence.,"12x12 checkered board. 30 pieces per player. Played on the black squares. Pieces move forward diagonally one space. Pieces capture an adjacent opponent's piece by hopping over it to an empty space immediately on the opposite side of it. When a piece reaches the opposite edge of the board from where it started, it is promoted. Promoted pieces may move any distance in a diagonal line as long as there is an empty space at the end of the jump.",DLP evidence.,Malaysia,,,,"2°11'22.58""N, 102°15'0.31""E","5459,5459",0,,0,1
1421,1263,Default,,,1,,"//------------------------------------------------------------------------------
            <b>General Rules:</b>
            
            <u>The following rules apply to all units, unless stated otherwise in their description:</u>
            
            - All units move and measure distance orthogonally.
            - Units may move up to their maximum movement limit and can then attack an adjacent site.
            
            - Attacking a unit will deal damage to it (see damage calculation section).
            - If an attacked unit's health reaches zero, it will be removed from the battlefield.
            - Defending units that survive an attack, will then deal counter damage to their attacker.
            
            - Units can reinforce an adjacent unit of the same type, instead of attacking.
            - Both units must be owned by the same player.
            - Reinforcing will convert health from one unit to the other, transferring as much health as possible.
            - Any units that are left with zero health after reinforcing are removed.
            - A unit which has been reinforced cannot perform any further actions this turn.
            
            <u>The following rules apply to all buildings:</u>
            
            - There are five types of building: Town, Factory, Airport, Dock and Base.
            
            - Attacking a building will deal damage to it (see damage calculation section).
            - If an attacked building's health reaches zero, it will gain 50 health and change ownership to the player who attacked it. 
            - Buildings that are attacked, will not deal counter damage.
            
            - Units can heal at an adjacent building that you own, instead of attacking.
            - Healing at a building, will convert health from the building to the unit, transferring as much health as possible.
            
            - Additional units can be purchased using gold at their corresponding production building.
            - To purchase a unit, drag it from your hand to an available site next to a production building that you own.
            - The cost of purchasing a unit is represented by its count.
            - Purchased units cannot move, attack or heal, on the same turn they are purchased.
            
            - Each player receives 10 gold for every Town they own and 20 gold for every Base they own, at the start of their turn.
            - Buildings gain 10 health at the end of the owning player's turn, up to a maximum of 100.
            - Grey buildings are neutral, and are not owned by any player.
            
            - If a player loses ownership of all their Bases, they lose the game.
            
            //------------------------------------------------------------------------------
            <b>Units:</b>
            
            <u>Human</u> (Purchased from Towns)
            
            Soldier
            Move: 3
            Health: 30
            Cost: 30
            Damage Factor: 50%
            
            Motorbike
            Move: 5
            Health: 40
            Cost: 50
            Damage Factor: 50%
            
            <u>Vehicle</u> (Purchased from Factories)
            
            Speeder
            Move: 6
            Health: 60
            Cost: 60
            Damage Factor: 40%
            
            Shooter
            Move: 4
            Health: 60
            Cost: 80
            Damage Factor: 40%
            - Deals double damage against Humans.
            
            Tank
            Move: 4
            Health: 80
            Cost: 100
            Damage Factor: 50%
            
            Anti-Aircraft
            Move: 4
            Health: 50
            Cost: 80
            Damage Factor: 100%
            - Can only attack Aircraft.
            - Can attack units 1-2 spaces away.
            - Does not deal or receive counter damage during an attack.
            
            Missile Launcher
            Move: 3
            Health: 50
            Cost: 80
            Damage Factor: 50%
            - Cannot attack Aircraft.
            - Can only attack units 2-3 spaces away.
            - Does not deal or receive counter damage during an attack.
            
            Artillery
            Move: 3
            Health: 40
            Cost: 100
            Damage Factor: 100%
            - Cannot attack Aircraft.
            - Can only attack units 3-5 spaces away.
            - Does not deal or receive counter damage during an attack.
            - Cannot attack or heal in the same turn that it moved.
            
            <u>Aircraft</u> (Purchased from Airports)
            
            Helicopter
            Move: 4
            Health: 40
            Cost: 60
            Damage Factor: 70%
            
            Fighter Jet
            Move: 6
            Health: 100
            Cost: 100
            Damage Factor: 100%
            - Can only attack Aircraft.
            
            Bomber
            Move: 5
            Health: 100
            Cost: 120
            Damage Factor: 80%
            - Cannot attack Aircraft.
            
            <u>Boat</u> (Purchased from Docks)
            
            Cruiser
            Move: 5
            Health: 70
            Cost: 60
            Damage Factor: 50%
            
            Submarine
            Move: 5
            Health: 100
            Cost: 100
            Damage Factor: 80%
            - Can only attack Boats.
            
            Battleship
            Move: 4
            Health: 120
            Cost: 120
            Damage Factor: 50%
            - Cannot attack Aircraft.
            - Can only attack units 2-4 spaces away.
            - Does not deal or receive counter damage during an attack.
            
            //------------------------------------------------------------------------------
            <b>Movement Restrictions:</b>
            
            Humans may travel across plains, forests, and shallow water. They may also move 1 space into mountains instead of their regular movement.
            Vehicles may travel across plains. They may also move 1 space into forests or shallow water instead of their regular movement.
            Aircraft may travel across all spaces.
            Boats may travel across shallow and deep water.
            Buildings cannot move (obviously).
            Units cannot move over enemy or neutral occupied spaces.
            
            //------------------------------------------------------------------------------
            <b>Damage Calculation:</b>
            
            An attacking unit deals damage equal to its health, multiplied by its damage factor. 
            For example, A submarine has a damage factor of 80%, so a submarine with 20 health will deal 16 damage when it attacks (20 x 0.8).
            If the defending unit is in shallow or deep water, it takes 25% more damage.
            If the defending unit is in a forest, it takes 25% less damage.
            Aircraft are unaffected by terrain when calculating damage against them.
            All damage values are rounded down to the nearest whole number.
            
            //------------------------------------------------------------------------------
            <b>Fog of War:</b> (Optional)
            
            All friendly units and buildings can see tiles up to 2 spaces away.
            Aircraft can see tiles up to 3 spaces away.
            Boats can see shallow and deep water tiles up to 3 spaces away.
            Humans on a mountain can see tiles up to 3 spaces away.
            Forest and mountain tiles can only be seen if adjacent to them.
            Enemy units and buildings that are not visible cannot be attacked, and have their type and health hidden.
            
            //------------------------------------------------------------------------------
            <b>Army Doctrine:</b>
            
            At the start of the game (selected via the game options) you may pick a doctrine for your army.
            
            None - No effect.
            Special Forces - Human units do 50% more damage, all other units do 25% less damage.
            Brute Strength - Direct Vehicle units (no range on their attack distance) do 50% more damage, all other units do 25% less damage.
            Sharpshooter - Indirect Vehicle units (range on their attack distance) do 50% more damage, all other units do 25% less damage.
            Ace Pilot - Aircraft units do 50% more damage, all other units do 25% less damage.
            Sea Dog - Boat units do 50% more damage, all other units do 25% less damage.
            Guerrilla Warfare - Attacks against buildings deal 50% more damage, but attacks against units deal 25% less damage.
            Foreign Invader - Attacks against buildings deal 50% less damage, but attacks against units deal 25% more damage.
            Conscription - Units cost 50% less gold, but do 50% less damage.
            Elite Training - Units cost 50% more gold, but do 50% more damage.
            Glass Cannon - Units do 50% more damage, but take 50% more damage.
            Hardened Resolve - Units do 50% less damage, but take 50% less damage.
            Preemptive Strike - Units do 50% more damage when attacking, but never deal counter damage.
            Retaliation - Units do 50% less damage when attacking, but deal 100% more counter damage.
            Lady Luck - All attack damage is randomly selected between 50% and 150% of the normal amount.
            
            //------------------------------------------------------------------------------",,,,,,,"0,5520",0,,0,0
1422,1264,Historical Information,,Rules from DLP evidence.,5,Rules known for Špana from the DLP evidence.,"Three concentric squares, with lines connecting the corners and the midpoints of the squares.",DLP evidence.,Yugoslavia,,,,,"0,5520",0,,0,1
1465,1307,Default,,,1,,"The rules are identical to Breakthrough except that if a player can move any of their pieces one step directly backwards to an empty cell then they must.
If there is more than one such backward move available then the player chooses which one to make.",,,,,,,"0,5520",0,,0,0
1466,1308,Default,,,1,,"<a href=""https://www.researchgate.net/publication/273947007_Die_Auftritte_des_Krieges_sinnlich_machen_Johann_C_L_Hellwig_und_das_Braunschweiger_Kriegsspiel"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Modern translation of the original rules (German)</a>",,,,,,,"0,5520",0,,0,0
1547,1375,Default,,,1,,"This is basically 4-player Othello, albeit more ""friendly"", since you can place a piece of your color even if you have none on the board. It features unique ball-shaped objects that have four colors. You ""roll"" them to the proper color when converting them, as opposed to flipping in 2-player Othello. The game adds a higher chaos factor in the 3 and 4 player game since you don't have any control over what your opponents do.",,,,,,,"0,5520",0,,0,0
1601,4,8x9 (Kharebga Rules),,8x9 board with Kharebga rules.,4,Kharebga rules applied to an 8x9 board.,"8x9 board. 35 pieces per player. Players alternate turns placing two pieces on an empty space on the board, placing one on the final turn. Captures cannot be made during the placement phase. When all of the pieces have been placed, players alternate turns moving a piece orthogonally any distance. When an opponent's piece is between two of a player's pieces, it is captured. If a player is unable to make a move, they pass their turn and the opponent plays again. The player who captures all of the opponent's pieces wins.

",,,,,,,"0,5520",0,,0,0
1602,4,10x10 (Seega Rules),,10x10 board with Seega rules.,4,Rules for Seega applied to a 10x10 board.,"10x10 board. 49 pieces per player. Players begin by placing their pieces in prescribed spaces, and then alternating two-by-two in places as they see fit, placing one on the final turn. Once all the spaces except two are filled, the first player moves a piece one space orthogonally to the empty space. Pieces are captured by surrounding them on either side by a player's own pieces. The player to capture all of the opponent's pieces wins.
",,,,,,,"0,5520",0,,0,0
1603,4,10x10 (Kharebga Rules),,10x10 board with Kharebga rules.,4,Rules for Kharebga applied to a 10x10 board.,"10x10 board. 49 pieces per player. Players alternate turns placing two pieces on an empty space on the board, placing one on the final turn. Captures cannot be made during the placement phase. When all of the pieces have been placed, players alternate turns moving a piece orthogonally any distance. When an opponent's piece is between two of a player's pieces, it is captured. If a player in unable to make a move, they pass their turn and the opponent plays again. The player who captures all of the opponent's pieces wins.
",,,,,,,"0,5520",0,,0,0
1604,912,17x17 (Seega Rules),,17x17 board with Seega Rules.,4,Seega rules applied to a 17x17 board.,"17x17 board. 144 pieces per player Players begin by placing their pieces in prescribed spaces, and then alternating two-by-two in places as they see fit, except for the central space. Once all the spaces except the central one are filled, the first player moves a piece one space orthogonally to the empty space. Pieces are captured by surrounding them on either side by a player's own pieces. The player to capture all of the opponent's pieces wins.
",,,,,,,"0,5520",0,,0,0
1605,912,17x17 (Kharebga Rules),,17x17 board with Kharbega rules.,4,Kharbega rules applied to a 17x17 board.,"17x17 board. 144 pieces per player. Players alternate turns placing two pieces on an empty space on the board, except in the central space. Captures cannot be made during the placement phase. When all of the pieces have been placed, players alternate turns moving a piece orthogonally any distance. When an opponent's piece is between two of a player's pieces, it is captured. If a player in unable to make a move, they pass their turn and the opponent plays again. The player who captures all of the opponent's pieces wins.
",,,,,,,"0,5520",0,,0,0
1606,912,17x17 (Tablut Rules),,17x17 board with Tablut Rules.,4,Tablut rules applied to a 17x17 board.,"The central square is the castle, which cannot be entered by pieces or by the king once it has left. There are two sides: one with the king and 8 pieces, another with 16 undifferentiated pieces. The king begins on the castle space, and his associated pieces are arranged with two pieces on each orthogonal side of the king. The opposing side is arranged on the sides of the board, one piece on each of the three central squares on each of the four sides, and one further piece on the next row in on the central square of the row. Pieces move orthogonally any number of squares. Pieces cannot jump. If a piece is caught between two opposing pieces, it is removed from play. A piece may also be captured by trapping it between an enemy piece and the castle. The king, when in the castle, can only be captured when surrounded on four sides. If it is in a space adjacent to one of the sides, it can be captured when the opponent surrounds it on the remaining three sides. Otherwise, it is captured like any other piece. If the king moves to the edge of the board, the player controlling the king wins. If the opposing side captures the king, they win.
",,,,,,,"0,5520",0,,0,0
1607,912,17x18 (Seega Rules),,17x18 board with Seega rules.,4,Seega rules applied to a 17x18 board.,"17x17 board. 152 pieces per player Players begin by placing their pieces in prescribed spaces, and then alternating two-by-two in places as they see fit. Once all the spaces except two are filled, the first player moves a piece one space orthogonally to the empty space. Pieces are captured by surrounding them on either side by a player's own pieces. The player to capture all of the opponent's pieces wins.
",,,,,,,"0,5520",0,,0,0
1608,912,17x18 (Kharebga Rules),,17x18 board with Kharebga rules.,4,Kharebga rules applied to a 17x18 board.,"17x18 board. 152 pieces per player. Players alternate turns placing two pieces on an empty space on the board. Captures cannot be made during the placement phase. When all of the pieces have been placed, players alternate turns moving a piece orthogonally any distance. When an opponent's piece is between two of a player's pieces, it is captured. If a player is unable to make a move, they pass their turn and the opponent plays again. The player who captures all of the opponent's pieces wins.

",,,,,,,"0,5520",0,,0,0
1609,4,11x16 (Seega Rules),,11x16 board with Seega rules.,4,Rules for Seega played on an 11x16 board.,"11x16 board. 87 pieces per player. Players begin by placing their pieces in prescribed spaces, and then alternating two-by-two in places as they see fit, placing one on the final turn. Once all the spaces except two are filled, the first player moves a piece one space orthogonally to the empty space. Pieces are captured by surrounding them on either side by a player's own pieces. The player to capture all of the opponent's pieces wins.
",,,,,,,"0,5520",0,,0,0
1610,4,11x16 (Kharebga Rules),,11x16 board with Kharebga rules.,4,Kharebga rules played on an 11x16 board.,"11x16 board. 87 pieces per player. Players alternate turns placing two pieces on an empty space on the board, placing one on the final turn. Captures cannot be made during the placement phase. When all of the pieces have been placed, players alternate turns moving a piece orthogonally any distance. When an opponent's piece is between two of a player's pieces, it is captured. If a player in unable to make a move, they pass their turn and the opponent plays again. The player who captures all of the opponent's pieces wins.
",,,,,,,"0,5520",0,,0,0
1611,912,17x17 (Tablut Rules More Pieces),,17x17 board with Tablut rules and more pieces.,4,"Tablut rules, with 40 pieces for the attackers and sixteen pieces plus the king for the defenders.","The central square is the castle, which cannot be entered by pieces or by the king once it has left. There are two sides: one with the king and sixteen pieces, another with 40 undifferentiated pieces. The king begins on the castle space, and his associated pieces are arranged with two pieces on each orthogonal side of the king. The opposing side is arranged on the sides of the board, one piece on each of the three central squares on each of the four sides, and one further piece on the next row in on the central square of the row. Pieces move orthogonally any number of squares. Pieces cannot jump. If a piece is caught between two opposing pieces, it is removed from play. A piece may also be captured by trapping it between an enemy piece and the castle. The king, when in the castle, can only be captured when surrounded on four sides. If it is in a space adjacent to one of the sides, it can be captured when the opponent surrounds it on the remaining three sides. Otherwise, it is captured like any other piece. If the king moves to the edge of the board, the player controlling the king wins. If the opposing side captures the king, they win.
",,,,,,,"0,5520",0,,0,0
1612,1413,Mulabalaba,,Rules for Mulabalaba.,3,"Rules played in Livingstone district, Zambia.","Three concentric squares, with lines connecting the corners and the midpoints of the sides. Twelve pieces per player. Players alternate turns placing a piece on the board. When a player makes a line of three of their pieces, they may remove one of the opponent's pieces. When all of the pieces have been placed, players alternate turns moving a piece to an empty adjacent spot along the lines of the board. A piece in the four outside corner spaces is allowed to move to any empty spot on the board. The player who captures all of the opponent's pieces wins.",Chaplin 1956: 170.,Zambia,,,,"17°51'6.58""S, 25°49'51.90""E","5456,5456",0,,0,0
1613,4,9x10 (Seega Rules),,9x10 board with Seega rules.,4,Seega rules on a 9x10 board.,"9x10 board. 44 pieces per player. Players begin by placing their pieces in prescribed spaces, and then alternating two-by-two in places as they see fit, placing one on the final turn. Once all the spaces except two are filled, the first player moves a piece one space orthogonally to the empty space. Pieces are captured by surrounding them on either side by a player's own pieces. The player to capture all of the opponent's pieces wins.
",,,,,,,"0,5520",0,,0,0
1614,4,9x10 (Kharebga Rules),,9x10 board with Kharebga rules.,4,Kharebga rules on a 9x10 board.,"9x10 board. 44 pieces per player. Players alternate turns placing two pieces on an empty space on the board, placing one on the final turn. Captures cannot be made during the placement phase. When all of the pieces have been placed, players alternate turns moving a piece orthogonally any distance. When an opponent's piece is between two of a player's pieces, it is captured. If a player in unable to make a move, they pass their turn and the opponent plays again. The player who captures all of the opponent's pieces wins.
",,,,,,,"0,5520",0,,0,0
1616,1416,Default,,,1,,"Piece movement has been updated to work on hexagonal cells, but all other rules remain the same.",,,,,,,"0,5520",0,,0,0
1618,1420,Default,,,1,,"Same as standard Shogi except:
1. The board is initially empty and each player has the normal complement of 20 pieces in reserve.
2. During a turn, a player must do one of three things:
--- place a piece from the reserve on an empty square on the board
--- move a previously placed piece to an empty square
--- move a piece to a square occupied by an opposing piece, capturing it.
3. A player may not make a capture until her/his own king is on the board. Your pieces have no real power of check on the opposing king until your own king is placed. Your opponent can legally place his or her king right next to your promoted Rook if your king is still in hand. There is no additional rule governing when you must enter your king. If a piece is checking the opposing king, but the friendly king has not been placed, that is called quasi-check. A player is under no compulsion to move out of quasi-check.",,,,,,,"0,5520",0,,0,0
1619,1421,Default,,,1,,"Same as standard Chess except:
1. The board is initially empty and each player has the normal complement of 16 pieces in reserve.
2. During a turn, a player must do one of three things:
--- place a piece from in hand on an empty square on the board
--- move a previously placed piece to an empty square
--- move a previously placed piece onto a square occupied by an opposing piece, capturing it.
3. Pawns may be entered on the first, second, third or fourth rows only.
4. No en-passant, castling, or initial double-step pawn moves.
5. A player's King must be placed before being allowed to make any capturing moves. A piece that controls the square that the enemy King occupies does not check it until the friendly King is entered onto the board. That is called 'quasi-check'. A player is under no compulsion to move out of quasi-check, and may even move into quasi-check. A player may legally move into quasi-check.",,,,,,,"0,5520",0,,0,0
1620,1422,Default,,,1,,"Once a player is checkmated their king is removed, but all their other pieces remain on the board as neutral obstacles. Neutral pieces cannot help checkmate other players. If a player cannot make a move when there are more than two players remaining, they skip their turn rather than giving a stalemate.",,,,,,,"0,5520",0,,0,0
1667,1454,Default,,,1,,"A move in Alice chess has two basic stipulations: the move must be legal on the board on which it is played, and the square transferred to on the opposite board must be vacant. (Consequently, capture is possible only on the board upon which a piece currently stands). The en passant rule is removed.",,,,,,,"0,5520",0,,0,0
1668,1455,Default,,,1,,"1) When castling king moves 3 squares towards either rook. 2) Both bishops of each player cannot run along squares of a same color. One of them must change in such a manner that it transits through squares of the other color. Being in its original square without having been moved before, it will take an orthogonal step towards any of the 3 surrounding squares that are of the other color, provided that these are empty. This special move is called conversion and it must be done as an ordinary move during the game.",,,,,,,"0,5520",0,,0,0
1854,1460,Haretavl Four Dogs Two Hares Starting Position 2 - Both Extensions No Joined Diagonal,,,4,,"Board with both extensions and no joined diagonals. Haretavl rules with four dogs and two hares. The dogs start on the four leftmost points, the hares start on the right two corners.
",,,,,,,"0,5520",0,,0,0
1855,1460,Haretavl Four Dogs Two Hares Starting Position 2 - Top Extension Joined Diagonal,,,4,,"Board with top extension and joined diagonals. Haretavl rules with four dogs and two hares. The dogs start on the four leftmost points, the hares start on the right two corners.
",,,,,,,"0,5520",0,,0,0
1856,1460,Haretavl Four Dogs Two Hares Starting Position 2 - Top Extension No Joined Diagonal,,,4,,"Board with top extension and no joined diagonals. Haretavl rules with four dogs and two hares. The dogs start on the four leftmost points, the hares start on the right two corners.
",,,,,,,"0,5520",0,,0,0
1857,1460,Haretavl Four Dogs Two Hares Switch Starting Position 1 - No Extension Joined Diagonal,,,4,,"Board with no extension and joined diagonals. Haretavl rules with four dogs and two hares. The dogs start on the four leftmost points, the hares start on the inner two points on the rightmost side. Players swap roles in the second round, and the pieces swap starting positions.

",,,,,,,"0,5520",0,,0,0
1858,1460,Haretavl Four Dogs Two Hares Switch Starting Position 1 - No Extension No Joined Diagonal,,,4,,"Board with no extension and no joined diagonals. Haretavl rules with four dogs and two hares. The dogs start on the four leftmost points, the hares start on the inner two points on the rightmost side. Players swap roles and the pieces swap starting positions in the second round.
",,,,,,,"0,5520",0,,0,0
1859,1460,Haretavl Four Dogs Two Hares Switch Starting Position 1 - Both Extensions Joined Diagonal,,,4,,"Board with both extensions and joined diagonals. Haretavl rules with four dogs and two hares. The dogs start on the four leftmost points, the hares start on the inner two points on the rightmost side.
Players swap roles and the pieces swap starting positions in the second round.",,,,,,,"0,5520",0,,0,0
1861,1460,Haretavl Four Dogs Two Hares Switch Starting Position 1 - Top Extension Joined Diagonal,,,4,,"Board with top extension and joined diagonals. Haretavl rules with four dogs and two hares. The dogs start on the four leftmost points, the hares start on the inner two points on the rightmost side.
Players swap roles and pieces swap starting positions in the second round.",,,,,,,"0,5520",0,,0,0
1862,1460,Haretavl Four Dogs Two Hares Switch Starting Position 1 - Top Extension No Joined Diagonal,,,4,,"Board with top extension and no joined diagonals. Haretavl rules with four dogs and two hares. The dogs start on the four leftmost points, the hares start on the inner two points on the rightmost side.
Players swap roles and pieces swap starting positions in the second round.",,,,,,,"0,5520",0,,0,0
1863,1460,Haretavl Four Dogs Two Hares Switch Starting Position 2 - No Extension Joined Diagonal,,,4,,"Board with no extension and joined diagonals. Haretavl rules with four dogs and two hares. The dogs start on the four leftmost points, the hares start on the two right corners. Players swap roles and the pieces swap starting positions in the second round.
",,,,,,,"0,5520",0,,0,0
1864,1460,Haretavl Four Dogs Two Hares Switch Starting Position 2 - No Extension No Joined Diagonal,,,4,,"Board with no extension and no joined diagonals. Haretavl rules with four dogs and two hares. The dogs start on the four leftmost points, the hares start on the right corners. Players swap roles and pieces swap starting positions in the second round. 
",,,,,,,"0,5520",0,,0,0
